feature_a,feature_b,ksg_mi_nats,ksg_r_info
Flow Duration,Fwd IAT Min,0.5632946020092584,0.8221089112145141
Flow Duration,Bwd IAT Total,2.742797844831832,0.9979248145147424
Flow Duration,Bwd IAT Mean,1.7742483447957205,0.9855111089286122
Flow Duration,Bwd IAT Std,1.1382686708414655,0.9472914040162338
Flow Duration,Bwd IAT Max,1.74359793128603,0.9845879743132908
Flow Duration,Bwd IAT Min,0.6020552951175011,0.8366847273167517
Flow Duration,Fwd PSH Flags,0.6435291198439548,0.8508338521628878
Flow Duration,Bwd PSH Flags,0.5659768360534314,0.8231629416825134
Flow Duration,Fwd URG Flags,0.0,0.0
Flow Duration,Bwd URG Flags,0.0,0.0
Flow Duration,Fwd Header Length,1.3150790002959196,0.9632927516084006
Flow Duration,Bwd Header Length,1.27074932016651,0.9598185787206206
Flow Duration,Fwd Packets/s,4.170194130374484,0.9998806530506513
Flow Duration,Bwd Packets/s,4.495153904525778,0.999937692193511
Flow Duration,Packet Length Min,0.5872943948130018,0.8312965804275586
Flow Duration,Packet Length Max,1.165484985050088,0.9501571349628707
Flow Duration,Packet Length Mean,1.061036053468782,0.9381987168777576
Flow Duration,Packet Length Std,1.188081356901792,0.9524146141103329
Flow Duration,Packet Length Variance,1.1159928715226357,0.9448200261610891
Flow Duration,FIN Flag Count,0.5175933277737257,0.8030192512399305
Flow Duration,SYN Flag Count,0.6946738787362123,0.8664653396816946
Flow Duration,RST Flag Count,0.3572035883382947,0.7145052818086541
Flow Duration,PSH Flag Count,0.6397580294782044,0.8496046806145755
Flow Duration,ACK Flag Count,0.9943649844942564,0.9290483608698401
Flow Duration,URG Flag Count,0.0,0.0
Flow Duration,CWR Flag Count,0.0,0.0
Flow Duration,ECE Flag Count,0.0,0.0
Flow Duration,Down/Up Ratio,0.6503607211491036,0.8530326793403668
Flow Duration,Fwd Bytes/Bulk Avg,0.0743293857500662,0.37166765126859375
Flow Duration,Fwd Packet/Bulk Avg,0.05814789233999185,0.33134291403637883
Flow Duration,Fwd Bulk Rate Avg,0.05977314035988712,0.3356740369400396
Flow Duration,Bwd Bytes/Bulk Avg,0.2262049540855633,0.6032467352539139
Flow Duration,Bwd Packet/Bulk Avg,0.1656789630873805,0.5310855386740656
Flow Duration,Bwd Bulk Rate Avg,0.17860376246301168,0.5480626856791543
Flow Duration,Subflow Fwd Packets,0.08479773655682266,0.39496054140055925
Flow Duration,Subflow Fwd Bytes,0.7572596829163105,0.8832248538370091
Flow Duration,Subflow Bwd Packets,0.0,0.0
Flow Duration,Subflow Bwd Bytes,0.9202891730173555,0.9172101170211089
Flow Duration,FWD Init Win Bytes,0.7554787971270316,0.8827805293008798
Flow Duration,Bwd Init Win Bytes,0.8019101643824675,0.8937971367284908
Flow Duration,Fwd Act Data Pkts,0.6963561620240037,0.8669482988899946
Flow Duration,Fwd Seg Size Min,0.774069006116644,0.8873310852676789
Flow Duration,Active Mean,0.6020612657630586,0.8366868678289907
Flow Duration,Active Std,0.31715705809681705,0.6853472935917592
Flow Duration,Active Max,0.5909030277828768,0.8326318051996249
Flow Duration,Active Min,0.6021269936997631,0.8367104296371597
Flow Duration,Idle Mean,1.0070564867595815,0.9308927357332885
Flow Duration,Idle Std,0.3609004647335574,0.717024101157969
Flow Duration,Idle Max,0.9698449434848637,0.9253385752492134
Flow Duration,Idle Min,0.9205991894333079,0.9172637479732415
Total Fwd Packet,Total Bwd packets,1.4747661817303985,0.9734658763247926
Total Fwd Packet,Total Length of Fwd Packet,1.2652973309382194,0.9593687173421651
Total Fwd Packet,Total Length of Bwd Packet,1.124312491435595,0.9457567076239161
Total Fwd Packet,Fwd Packet Length Max,0.9583258315392582,0.9235265700647988
Total Fwd Packet,Fwd Packet Length Min,0.5081596781215758,0.7987962148116348
Total Fwd Packet,Fwd Packet Length Mean,1.1018859385037096,0.9431935062921765
Total Fwd Packet,Fwd Packet Length Std,1.0790218527131108,0.9404515129605222
Total Fwd Packet,Bwd Packet Length Max,0.909752010951733,0.9153654286188566
Total Fwd Packet,Bwd Packet Length Min,0.4306646197830366,0.7598684279483292
Total Fwd Packet,Bwd Packet Length Mean,0.9161011452313703,0.9164820351600268
Total Fwd Packet,Bwd Packet Length Std,0.9290539041887005,0.9187124296126603
Total Fwd Packet,Flow Bytes/s,0.6968767633080848,0.8670973726985343
Total Fwd Packet,Flow Packets/s,0.9780881451972272,0.9266077629395837
Total Fwd Packet,Flow IAT Mean,0.9991235198636348,0.929745810064759
Total Fwd Packet,Flow IAT Std,1.1606995595703404,0.9496651066076732
Total Fwd Packet,Flow IAT Max,0.8890530571400355,0.9116151428785746
Total Fwd Packet,Flow IAT Min,0.49450355490576836,0.7924987008889335
Total Fwd Packet,Fwd IAT Total,1.3037691308582522,0.962436600736418
Total Fwd Packet,Fwd IAT Mean,1.508618352261231,0.9752249704360707
Total Fwd Packet,Fwd IAT Std,1.0861479778928222,0.941320471009102
Total Fwd Packet,Fwd IAT Max,1.281054302241606,0.9606550332679445
Total Fwd Packet,Fwd IAT Min,0.6988116105627356,0.8676498328986756
Total Fwd Packet,Bwd IAT Total,1.1369900403718756,0.947152676992284
Total Fwd Packet,Bwd IAT Mean,1.1688841945269992,0.9505036327753175
Total Fwd Packet,Bwd IAT Std,0.8266988884260433,0.899222734794015
Total Fwd Packet,Bwd IAT Max,1.130353519544375,0.9464265787901385
Total Fwd Packet,Bwd IAT Min,0.7049388774595018,0.8693830396935768
Total Fwd Packet,Fwd PSH Flags,0.813226675056578,0.8963114963788658
Total Fwd Packet,Bwd PSH Flags,0.7943144681922902,0.8920732041264334
Total Fwd Packet,Fwd URG Flags,0.004017166133164274,0.08945469960933519
Total Fwd Packet,Bwd URG Flags,0.0,0.0
Total Fwd Packet,Fwd Header Length,2.224809253977104,0.9941413264215828
Total Fwd Packet,Bwd Header Length,1.5720827816853227,0.9782111859596802
Total Fwd Packet,Fwd Packets/s,1.132803763719405,0.9466958465614743
Total Fwd Packet,Bwd Packets/s,0.8988016674968158,0.9134026880841019
Total Fwd Packet,Packet Length Min,0.5042357529117227,0.7970093400713485
Total Fwd Packet,Packet Length Max,0.9583187800068753,0.9235254468929869
Total Fwd Packet,Packet Length Mean,1.0452128643719023,0.9361439580236881
Total Fwd Packet,Packet Length Std,1.388806760113944,0.9684075909324353
Total Fwd Packet,Packet Length Variance,1.3893342023534574,0.9684414424280593
Total Fwd Packet,FIN Flag Count,0.5481358064454334,0.816018092671689
Total Fwd Packet,SYN Flag Count,0.5898882433614547,0.832257515943778
Total Fwd Packet,RST Flag Count,0.2624183907518267,0.6390211850761123
Total Fwd Packet,PSH Flag Count,0.8480469226517338,0.9036600524139032
Total Fwd Packet,ACK Flag Count,1.3906053948181816,0.9685228767294005
Total Fwd Packet,URG Flag Count,0.0015579956276852158,0.05577760834864452
Total Fwd Packet,CWR Flag Count,0.000552736616590721,0.03323947085538166
Total Fwd Packet,ECE Flag Count,0.0024526389065693266,0.06995188764730843
Total Fwd Packet,Down/Up Ratio,1.2888863507308725,0.9612788547331469
Total Fwd Packet,Fwd Bytes/Bulk Avg,0.1285881728445748,0.4762018000394945
Total Fwd Packet,Fwd Packet/Bulk Avg,0.10738682360969332,0.43963163701176045
Total Fwd Packet,Fwd Bulk Rate Avg,0.11077071092983282,0.4457771519047522
Total Fwd Packet,Bwd Bytes/Bulk Avg,0.3008700685275514,0.6724154526258578
Total Fwd Packet,Bwd Packet/Bulk Avg,0.23406158011302924,0.6114111555398198
Total Fwd Packet,Bwd Bulk Rate Avg,0.2625876011877697,0.6391778066075677
Total Fwd Packet,Subflow Fwd Packets,0.025636644408331577,0.22356429616007537
Total Fwd Packet,Subflow Fwd Bytes,0.5883018092179588,0.8316705184477298
Total Fwd Packet,Subflow Bwd Packets,0.008060123595820201,0.1264555707610953
Total Fwd Packet,Subflow Bwd Bytes,0.8223429473514887,0.8982910449377528
Total Fwd Packet,FWD Init Win Bytes,0.5839291211315727,0.8300407312789887
Total Fwd Packet,Bwd Init Win Bytes,0.8142550740688188,0.8965368382145698
Total Fwd Packet,Fwd Act Data Pkts,0.9639933184425802,0.9244237508314072
Total Fwd Packet,Fwd Seg Size Min,0.6453941288711951,0.8514376757807647
Total Fwd Packet,Active Mean,0.29040333165951004,0.6637417425427795
Total Fwd Packet,Active Std,0.2206778101760083,0.5973575615065608
Total Fwd Packet,Active Max,0.31674047757180634,0.6850247471315417
Total Fwd Packet,Active Min,0.3005565051794141,0.6721598449300019
Total Fwd Packet,Idle Mean,0.3428187904539399,0.7044367014107513
Total Fwd Packet,Idle Std,0.2113253670336448,0.5871052122731594
Total Fwd Packet,Idle Max,0.3444742677154773,0.7056176472465582
Total Fwd Packet,Idle Min,0.3016146728584115,0.6730214021868531
Total Bwd packets,Total Length of Fwd Packet,1.1997752011163065,0.95354142592295
Total Bwd packets,Total Length of Bwd Packet,1.2142118723865671,0.9548949101735363
Total Bwd packets,Fwd Packet Length Max,0.9872635624238972,0.9279941031405751
Total Bwd packets,Fwd Packet Length Min,0.5238803111683552,0.8057777174993973
Total Bwd packets,Fwd Packet Length Mean,0.8964981993653778,0.9129837680941834
Total Bwd packets,Fwd Packet Length Std,0.8746343419014844,0.908899843970486
Total Bwd packets,Bwd Packet Length Max,0.9963260186444112,0.929336653551635
Total Bwd packets,Bwd Packet Length Min,0.44396845887284986,0.7671350312112266
Total Bwd packets,Bwd Packet Length Mean,1.1915235848102856,0.952749185544982
Total Bwd packets,Bwd Packet Length Std,1.1341921373055293,0.9468478023843813
Total Bwd packets,Flow Bytes/s,0.7238033870359031,0.8745671271665335
Total Bwd packets,Flow Packets/s,0.964687928492725,0.9245329523628503
Total Bwd packets,Flow IAT Mean,0.9826729689316132,0.9273039362725944
Total Bwd packets,Flow IAT Std,1.1545067067415697,0.9490209535642045
Total Bwd packets,Flow IAT Max,0.8733832536126762,0.9086601401703708
Total Bwd packets,Flow IAT Min,0.482254399931346,0.7866572413012933
Total Bwd packets,Fwd IAT Total,1.1734672978255567,0.9509668996362396
Total Bwd packets,Fwd IAT Mean,1.1978126179178288,0.9533542403989221
Total Bwd packets,Fwd IAT Std,0.8327653294559827,0.9005052532292686
Total Bwd packets,Fwd IAT Max,1.1633374328177153,0.9499369415942889
Total Bwd packets,Fwd IAT Min,0.637835786144815,0.8489738670152515
Total Bwd packets,Bwd IAT Total,1.222906190809117,0.9556904787669346
Total Bwd packets,Bwd IAT Mean,1.4438823267998382,0.9717506966024364
Total Bwd packets,Bwd IAT Std,1.0160469766627598,0.9321690842192286
Total Bwd packets,Bwd IAT Max,1.2175942792355094,0.955206139371
Total Bwd packets,Bwd IAT Min,0.8040694668915114,0.8942818545973894
Total Bwd packets,Fwd PSH Flags,0.7857550285564052,0.8900947930809849
Total Bwd packets,Bwd PSH Flags,0.8230756196344409,0.89844839194703
Total Bwd packets,Fwd URG Flags,0.004504787174817615,0.09470538394823215
Total Bwd packets,Bwd URG Flags,0.0010306111372822002,0.04537730065511001
Total Bwd packets,Fwd Header Length,1.5205496237858878,0.9758164089632746
Total Bwd packets,Bwd Header Length,2.26085113587059,0.9945498965064316
Total Bwd packets,Fwd Packets/s,0.918560261401983,0.9169103575024852
Total Bwd packets,Bwd Packets/s,1.1366889891088894,0.9471199593715363
Total Bwd packets,Packet Length Min,0.5185844412301588,0.8034570482883684
Total Bwd packets,Packet Length Max,1.0291061889783908,0.9339796501060496
Total Bwd packets,Packet Length Mean,1.0365414924439333,0.93498804702722
Total Bwd packets,Packet Length Std,1.385993544862675,0.968226412908818
Total Bwd packets,Packet Length Variance,1.3789479040128514,0.9677680059781565
Total Bwd packets,FIN Flag Count,0.5292942180936624,0.8081180605976945
Total Bwd packets,SYN Flag Count,0.6052906993553036,0.83784010508847
Total Bwd packets,RST Flag Count,0.26022687020704005,0.6369844180500986
Total Bwd packets,PSH Flag Count,0.8426121480988691,0.9025503630604862
Total Bwd packets,ACK Flag Count,1.404729052444626,0.9694134174723403
Total Bwd packets,URG Flag Count,0.003142972456781301,0.07915952054592822
Total Bwd packets,CWR Flag Count,0.0,0.0
Total Bwd packets,ECE Flag Count,6.694696983178261e-05,0.011570867567736367
Total Bwd packets,Down/Up Ratio,1.2847734647816171,0.9609525330246937
Total Bwd packets,Fwd Bytes/Bulk Avg,0.06253940788638168,0.34288868361293634
Total Bwd packets,Fwd Packet/Bulk Avg,0.04461598520386012,0.2921756644796253
Total Bwd packets,Fwd Bulk Rate Avg,0.05745928800375921,0.32948637991284146
Total Bwd packets,Bwd Bytes/Bulk Avg,0.35977706431056866,0.7162615910055626
Total Bwd packets,Bwd Packet/Bulk Avg,0.3063634313242227,0.6768520930244567
Total Bwd packets,Bwd Bulk Rate Avg,0.3204371793045091,0.68787238433288
Total Bwd packets,Subflow Fwd Packets,0.1165752651255767,0.4560325214035353
Total Bwd packets,Subflow Fwd Bytes,0.5922733982789179,0.8331357775755699
Total Bwd packets,Subflow Bwd Packets,0.0006093112399465639,0.03489814122620719
Total Bwd packets,Subflow Bwd Bytes,0.8737826261363173,0.9087367304955417
Total Bwd packets,FWD Init Win Bytes,0.556557730716082,0.8194303932923087
Total Bwd packets,Bwd Init Win Bytes,0.7903554135716133,0.8911628708945518
Total Bwd packets,Fwd Act Data Pkts,0.866631913824933,0.9073550972735908
Total Bwd packets,Fwd Seg Size Min,0.6435079257027994,0.8508269748350091
Total Bwd packets,Active Mean,0.2685606570523458,0.644648572141609
Total Bwd packets,Active Std,0.22624264596413468,0.6032864766392422
Total Bwd packets,Active Max,0.28887820792697383,0.6624530504947196
Total Bwd packets,Active Min,0.28675604234364194,0.660649113228241
Total Bwd packets,Idle Mean,0.32260797123813933,0.6895293631093828
Total Bwd packets,Idle Std,0.21397635703507145,0.5900489496335914
Total Bwd packets,Idle Max,0.32705133827741406,0.6928864414062429
Total Bwd packets,Idle Min,0.279741321640123,0.6545955551683063
Total Length of Fwd Packet,Total Length of Bwd Packet,2.187825496728479,0.9936901176367811
Total Length of Fwd Packet,Fwd Packet Length Max,3.7053454528986576,0.9996975779089394
Total Length of Fwd Packet,Fwd Packet Length Min,2.2201162207595893,0.9940859133030108
Total Length of Fwd Packet,Fwd Packet Length Mean,3.6322792954825465,0.9996499836702163
Total Length of Fwd Packet,Fwd Packet Length Std,1.6959031030430731,0.9830321220416074
Total Length of Fwd Packet,Bwd Packet Length Max,2.093258779903098,0.9923713403492515
Total Length of Fwd Packet,Bwd Packet Length Min,1.3445299459044113,0.9654300674802941
Total Length of Fwd Packet,Bwd Packet Length Mean,1.9907696432758337,0.9906276298842353
Total Length of Fwd Packet,Bwd Packet Length Std,1.1352433408221412,0.9469625588297305
Total Length of Fwd Packet,Flow Bytes/s,1.2773826263504446,0.9603590618879091
Total Length of Fwd Packet,Flow Packets/s,1.1246924186239289,0.9457990895608478
Total Length of Fwd Packet,Flow IAT Mean,1.1190001645682086,0.9451605158185978
Total Length of Fwd Packet,Flow IAT Std,1.1474463042928935,0.9482762177984418
Total Length of Fwd Packet,Flow IAT Max,1.1735159918605644,0.9509717977329168
Total Length of Fwd Packet,Flow IAT Min,0.6212390335851934,0.843405008164401
Total Length of Fwd Packet,Fwd IAT Total,1.2387550181010605,0.9571039635230463
Total Length of Fwd Packet,Fwd IAT Mean,1.2134883155415537,0.9548280456851338
Total Length of Fwd Packet,Fwd IAT Std,0.9551322614629152,0.9230161314307277
Total Length of Fwd Packet,Fwd IAT Max,1.2461950960256312,0.9577515165863314
Total Length of Fwd Packet,Fwd IAT Min,0.5831047686171162,0.8297315180013891
Total Length of Fwd Packet,Bwd IAT Total,1.1901291571432644,0.9526139441235062
Total Length of Fwd Packet,Bwd IAT Mean,1.16269942612083,0.9498713330328976
Total Length of Fwd Packet,Bwd IAT Std,0.8705858655591792,0.9081217658743007
Total Length of Fwd Packet,Bwd IAT Max,1.2116315199680185,0.9546559927275947
Total Length of Fwd Packet,Bwd IAT Min,0.6861777625165777,0.8639970435995206
Total Length of Fwd Packet,Fwd PSH Flags,0.9552562933687607,0.9230360220470348
Total Length of Fwd Packet,Bwd PSH Flags,0.8485092853802763,0.9037538410485126
Total Length of Fwd Packet,Fwd URG Flags,0.0011359412857472329,0.04763721024098515
Total Length of Fwd Packet,Bwd URG Flags,0.0,0.0
Total Length of Fwd Packet,Fwd Header Length,1.6866150280005199,0.9827111803098392
Total Length of Fwd Packet,Bwd Header Length,1.5989371219837487,0.9793625750233779
Total Length of Fwd Packet,Fwd Packets/s,1.1282181586570559,0.9461907734831797
Total Length of Fwd Packet,Bwd Packets/s,1.0917629988055397,0.9419959403565992
Total Length of Fwd Packet,Packet Length Min,2.206031942812218,0.9939164364761555
Total Length of Fwd Packet,Packet Length Max,2.2232883656196067,0.9941234257619921
Total Length of Fwd Packet,Packet Length Mean,2.466046952809668,0.9963877821929654
Total Length of Fwd Packet,Packet Length Std,2.085668220271911,0.9922541897667776
Total Length of Fwd Packet,Packet Length Variance,2.0854232374226385,0.992250378831485
Total Length of Fwd Packet,FIN Flag Count,0.5746120692491283,0.8265092068545838
Total Length of Fwd Packet,SYN Flag Count,0.7978606339419199,0.8928817223663081
Total Length of Fwd Packet,RST Flag Count,0.39753419867607187,0.7405738659862939
Total Length of Fwd Packet,PSH Flag Count,0.9653219209620714,0.9246324804666511
Total Length of Fwd Packet,ACK Flag Count,1.1904367431290108,0.9526438100625665
Total Length of Fwd Packet,URG Flag Count,0.0,0.0
Total Length of Fwd Packet,CWR Flag Count,0.0011439409223581443,0.04780446253078144
Total Length of Fwd Packet,ECE Flag Count,0.0,0.0
Total Length of Fwd Packet,Down/Up Ratio,0.7921906436710051,0.8915858701514546
Total Length of Fwd Packet,Fwd Bytes/Bulk Avg,0.24388911133784896,0.6212978136225299
Total Length of Fwd Packet,Fwd Packet/Bulk Avg,0.13271759935231175,0.48283316416407124
Total Length of Fwd Packet,Fwd Bulk Rate Avg,0.15250788120501202,0.5127262860022566
Total Length of Fwd Packet,Bwd Bytes/Bulk Avg,0.2827860847109642,0.6572404115105503
Total Length of Fwd Packet,Bwd Packet/Bulk Avg,0.2186994635919257,0.5952194660453471
Total Length of Fwd Packet,Bwd Bulk Rate Avg,0.24654016343268115,0.6239052747907065
Total Length of Fwd Packet,Subflow Fwd Packets,0.050979214839525167,0.31134050221993864
Total Length of Fwd Packet,Subflow Fwd Bytes,2.4706653119076707,0.9964210532579364
Total Length of Fwd Packet,Subflow Bwd Packets,0.0003823998684189256,0.027649726075721984
Total Length of Fwd Packet,Subflow Bwd Bytes,1.6837714598976428,0.9826117039120731
Total Length of Fwd Packet,FWD Init Win Bytes,0.9186989615457994,0.916934447279878
Total Length of Fwd Packet,Bwd Init Win Bytes,1.1254793194054153,0.9458867621499802
Total Length of Fwd Packet,Fwd Act Data Pkts,1.1173140171359166,0.9449698753605024
Total Length of Fwd Packet,Fwd Seg Size Min,0.8971155697387534,0.9130962543444897
Total Length of Fwd Packet,Active Mean,0.33081404888839394,0.6956935139693273
Total Length of Fwd Packet,Active Std,0.2041392721828612,0.5789700523370509
Total Length of Fwd Packet,Active Max,0.3593887930763833,0.7159974633461054
Total Length of Fwd Packet,Active Min,0.3378814534221233,0.7008793549369556
Total Length of Fwd Packet,Idle Mean,0.3785870231275794,0.7287043983287016
Total Length of Fwd Packet,Idle Std,0.17324710373944896,0.5411442362887012
Total Length of Fwd Packet,Idle Max,0.3893860443747732,0.7355479325443167
Total Length of Fwd Packet,Idle Min,0.34604418684729055,0.7067321389326939
Total Length of Bwd Packet,Fwd Packet Length Max,2.0308663018927913,0.9913530353639738
Total Length of Bwd Packet,Fwd Packet Length Min,1.314844027534217,0.9632751682374742
Total Length of Bwd Packet,Fwd Packet Length Mean,1.881830803680713,0.988332615895961
Total Length of Bwd Packet,Fwd Packet Length Std,0.9966603124494382,0.9293856766605634
Total Length of Bwd Packet,Bwd Packet Length Max,3.7524484547435657,0.9997247708311313
Total Length of Bwd Packet,Bwd Packet Length Min,2.6737572938487855,0.9976171776840091
Total Length of Bwd Packet,Bwd Packet Length Mean,3.858562638377739,0.9997774060179113
Total Length of Bwd Packet,Bwd Packet Length Std,1.3292432686862217,0.9643369919715936
Total Length of Bwd Packet,Flow Bytes/s,1.3194814963497752,0.9636206151294496
Total Length of Bwd Packet,Flow Packets/s,1.0012054479813752,0.9300487100440167
Total Length of Bwd Packet,Flow IAT Mean,0.9347465021201398,0.9196728648438924
Total Length of Bwd Packet,Flow IAT Std,0.9338478242316359,0.9195220353924785
Total Length of Bwd Packet,Flow IAT Max,1.0199522638906773,0.9327158594124139
Total Length of Bwd Packet,Flow IAT Min,0.5569660602602395,0.8195940214915357
Total Length of Bwd Packet,Fwd IAT Total,0.9366707475697478,0.9199948272509475
Total Length of Bwd Packet,Fwd IAT Mean,0.9453674892882598,0.9214332232520324
Total Length of Bwd Packet,Fwd IAT Std,0.6927986396681822,0.8659247477694731
Total Length of Bwd Packet,Fwd IAT Max,0.9643277063309981,0.924476341406271
Total Length of Bwd Packet,Fwd IAT Min,0.510807138303055,0.7999916813446565
Total Length of Bwd Packet,Bwd IAT Total,0.9907903437435852,0.9285197007106017
Total Length of Bwd Packet,Bwd IAT Mean,1.0228029651776476,0.9331120949065203
Total Length of Bwd Packet,Bwd IAT Std,0.7350503447839429,0.8775520866282113
Total Length of Bwd Packet,Bwd IAT Max,1.0254367006502045,0.9334760224865323
