ci_high,ci_low,group,metric,seed,value
,,DoS_Hulk_attempted,cov_logdet,42,-17.229755104508314
0.37420173808932305,0.3541041687130928,DoS_Hulk_attempted,silhouette_mean,42,0.3634771674871445
,,DoS_GoldenEye_attempted,cov_trace,42,0.23121835948971037
,,DoS_GoldenEye_attempted,cov_logdet,42,-117.93083382069665
0.19847131408751012,0.16496790051460267,DoS_GoldenEye_attempted,silhouette_mean,42,0.1814979501068592
,,DoS_slowloris_attempted,cov_trace,42,0.361114284202461
,,DoS_slowloris_attempted,cov_logdet,42,-39.31551001014474
0.6117656975984573,0.5964747995138169,DoS_slowloris_attempted,silhouette_mean,42,0.6052346885204315
,,DoS_Slowhttptest_attempted,cov_trace,42,3.1358113345220313
,,DoS_Slowhttptest_attempted,cov_logdet,42,-24.63664175803414
0.5329714372754097,0.5015082530677318,DoS_Slowhttptest_attempted,silhouette_mean,42,0.517152051627636
,,Bot_attempted,cov_trace,42,0.0002853737576109411
,,Bot_attempted,cov_logdet,42,-136.8173078365401
0.58126709908247,0.5631762474775315,Bot_attempted,silhouette_mean,42,0.5727656602859497
,,WebAttack_BruteForce,cov_trace,42,1.166499483451747
,,WebAttack_BruteForce,cov_logdet,42,-28.886268949404645
0.254012780636549,0.22244498506188393,WebAttack_BruteForce,silhouette_mean,42,0.23602764457464218
,,WebAttack_BruteForce_attempted,cov_trace,42,0.009514518907867276
,,WebAttack_BruteForce_attempted,cov_logdet,42,-75.25799467819377
0.4893397867679596,0.46973383128643037,WebAttack_BruteForce_attempted,silhouette_mean,42,0.47944585531949996
,,PortScan,cov_trace,0,0.12717037841270634
,,PortScan,cov_logdet,0,-35.18012903414355
0.4818104416131973,0.46483137682080267,PortScan,silhouette_mean,0,0.47276259362697604
,,DoS_Hulk,cov_trace,0,1.0532141752617794
,,DoS_Hulk,cov_logdet,0,-23.952326374926983
0.4105972610414028,0.38908511474728585,DoS_Hulk,silhouette_mean,0,0.39868118762969973
,,DDoS,cov_trace,0,1.3505229374963057
,,DDoS,cov_logdet,0,-22.43121927587847
0.36661580875515937,0.34917345717549325,DDoS,silhouette_mean,0,0.3577404350042343
,,DoS_GoldenEye,cov_trace,0,4.133695339478429
,,DoS_GoldenEye,cov_logdet,0,-13.204636003286971
0.24489211067557334,0.22509322315454483,DoS_GoldenEye,silhouette_mean,0,0.23509529531002044
,,DoS_slowloris,cov_trace,0,6.321316142816912
,,DoS_slowloris,cov_logdet,0,-14.069685177420064
0.2981160804629326,0.28354545384645463,DoS_slowloris,silhouette_mean,0,0.2911751106381416
,,FTP_Patator,cov_trace,0,0.004493289649710222
,,FTP_Patator,cov_logdet,0,-58.94693323043085
0.4927889905869961,0.475363502651453,FTP_Patator,silhouette_mean,0,0.4827504143118858
,,SSH_Patator,cov_trace,0,0.03675372398028883
,,SSH_Patator,cov_logdet,0,-39.45560074255684
0.45636366307735443,0.4396974340081215,SSH_Patator,silhouette_mean,0,0.44741029143333433
,,DoS_Slowhttptest,cov_trace,0,4.503903459507492
,,DoS_Slowhttptest,cov_logdet,0,-13.956385923157745
