group,metric,seed,value
SSH_Patator,neighborhood_purity_mean,1,0.005335570469798657
SSH_Patator,neighborhood_purity_median,1,0.0
DoS_Slowhttptest,log_density_benign_mean,1,-11.316503109099932
DoS_Slowhttptest,log_density_benign_median,1,-11.679185812350761
DoS_Slowhttptest,neighborhood_purity_mean,1,0.00746268656716418
DoS_Slowhttptest,neighborhood_purity_median,1,0.0
Bot,log_density_benign_mean,1,-3.1086460892926047
Bot,log_density_benign_median,1,-2.1427485546661664
Bot,neighborhood_purity_mean,1,0.011246612466124663
Bot,neighborhood_purity_median,1,0.0
Web_Attack,log_density_benign_mean,1,-8.212152745742616
Web_Attack,log_density_benign_median,1,-8.237285317447721
Web_Attack,neighborhood_purity_mean,1,0.11105263157894736
Web_Attack,neighborhood_purity_median,1,0.0
Infiltration,log_density_benign_mean,1,-14.830791032149255
Infiltration,log_density_benign_median,1,-9.1963370467337
Infiltration,neighborhood_purity_mean,1,0.38125
Infiltration,neighborhood_purity_median,1,0.3
DoS_Hulk_attempted,log_density_benign_mean,1,-8.157253674287702
DoS_Hulk_attempted,log_density_benign_median,1,-10.440941131185816
DoS_Hulk_attempted,neighborhood_purity_mean,1,0.013298791018998272
DoS_Hulk_attempted,neighborhood_purity_median,1,0.0
DoS_GoldenEye_attempted,log_density_benign_mean,1,-1.4272615524813173
DoS_GoldenEye_attempted,log_density_benign_median,1,-1.7155291006762008
DoS_GoldenEye_attempted,neighborhood_purity_mean,1,0.0225
DoS_GoldenEye_attempted,neighborhood_purity_median,1,0.0
DoS_slowloris_attempted,log_density_benign_mean,1,-8.84951162522883
DoS_slowloris_attempted,log_density_benign_median,1,-8.983680094168674
DoS_slowloris_attempted,neighborhood_purity_mean,1,0.003399765533411489
DoS_slowloris_attempted,neighborhood_purity_median,1,0.0
DoS_Slowhttptest_attempted,log_density_benign_mean,1,5.729173731829685
DoS_Slowhttptest_attempted,log_density_benign_median,1,8.469307162553658
DoS_Slowhttptest_attempted,neighborhood_purity_mean,1,0.004544104544104544
DoS_Slowhttptest_attempted,neighborhood_purity_median,1,0.0
Bot_attempted,log_density_benign_mean,1,24.088390619847623
Bot_attempted,log_density_benign_median,1,23.834375590870167
Bot_attempted,neighborhood_purity_mean,1,0.0072789115646258494
Bot_attempted,neighborhood_purity_median,1,0.0
WebAttack_BruteForce,log_density_benign_mean,1,-8.554691547202234
WebAttack_BruteForce,log_density_benign_median,1,-8.638848056916009
WebAttack_BruteForce,neighborhood_purity_mean,1,0.06688741721854305
WebAttack_BruteForce,neighborhood_purity_median,1,0.0
WebAttack_BruteForce_attempted,log_density_benign_mean,1,8.063912729282782
WebAttack_BruteForce_attempted,log_density_benign_median,1,8.197049751514399
WebAttack_BruteForce_attempted,neighborhood_purity_mean,1,0.003624382207578254
WebAttack_BruteForce_attempted,neighborhood_purity_median,1,0.0
PortScan,log_density_benign_mean,2,18.624218845507595
PortScan,log_density_benign_median,2,4.755946632031096
PortScan,neighborhood_purity_mean,2,0.02518
PortScan,neighborhood_purity_median,2,0.0
DoS_Hulk,log_density_benign_mean,2,-10.941905278494772
DoS_Hulk,log_density_benign_median,2,-10.492027584528596
DoS_Hulk,neighborhood_purity_mean,2,0.00246
DoS_Hulk,neighborhood_purity_median,2,0.0
DDoS,log_density_benign_mean,2,-12.174680551354857
DDoS,log_density_benign_median,2,-11.502311220314143
DDoS,neighborhood_purity_mean,2,0.00018
DDoS,neighborhood_purity_median,2,0.0
DoS_GoldenEye,log_density_benign_mean,2,-10.871750924154144
DoS_GoldenEye,log_density_benign_median,2,-10.51266222270343
DoS_GoldenEye,neighborhood_purity_mean,2,0.00574
DoS_GoldenEye,neighborhood_purity_median,2,0.0
DoS_slowloris,log_density_benign_mean,2,-10.416014997041124
DoS_slowloris,log_density_benign_median,2,-12.169637951024303
DoS_slowloris,neighborhood_purity_mean,2,0.0047488127968008
DoS_slowloris,neighborhood_purity_median,2,0.0
FTP_Patator,log_density_benign_mean,2,-3.8329902023252282
