auc_pr,auc_pr_ci_high,auc_pr_ci_low,auc_pr_ci_method,auc_roc,auc_roc_ci_high,auc_roc_ci_low,auc_roc_ci_method,fpr_realized_on_test_benign_at_fpr1,fpr_realized_on_test_benign_at_fpr10,fpr_realized_on_test_benign_at_fpr5,group,n_neg,n_pos,pauc_mcclish_fpr0.10,prevalence,score,seed,tpr_at_fpr1,tpr_at_fpr10,tpr_at_fpr5,tpr_at_tau_p95
0.3119643995792566,0.8614070293200241,0.632363840829643,bootstrap_subsampled_max1500_per_side,0.9927251258242443,0.9964788763017113,0.9889713753467774,delong_analytic,0.010351583715868539,0.1003455892115014,0.05063545769448948,Infiltration,248561,32,0.9617111885486544,0.0001287244612680164,nll_mc,42,0.59375,1.0,0.96875,0.96875
0.3138787154266473,0.8433443246696218,0.6057122826789606,bootstrap_subsampled_max1500_per_side,0.9919404844283697,0.9960014794024336,0.9878794894543058,delong_analytic,0.010363653187748682,0.10034156605420802,0.0504021145714734,Infiltration,248561,32,0.9575814969914194,0.0001287244612680164,neg_elbo,42,0.5625,1.0,0.96875,
0.2528378839437883,0.6045992646586789,0.27985479300751964,bootstrap_subsampled_max1500_per_side,0.9324880260781057,0.9589126695365412,0.9060633826196701,delong_analytic,0.009997545874051038,0.10059904812098439,0.05020095670680436,Infiltration,248561,32,0.746755482451729,0.0001287244612680164,mse,42,0.4375,0.6875,0.5,
0.3192908970945771,0.5849412693866989,0.2702918457581465,bootstrap_subsampled_max1500_per_side,0.9151391660397247,0.9447403287421792,0.8855380033372702,delong_analytic,0.010078009019918652,0.10156058271410237,0.050647527166369624,Infiltration,248561,32,0.7087806493121778,0.0001287244612680164,latent_maha,42,0.34375,0.53125,0.4375,
0.05423592084100924,0.8549481155463464,0.7859738843859115,bootstrap_subsampled_max1500_per_side,0.9357717912039176,0.9430942826217329,0.9284492997861024,delong_analytic,0.01035560687316192,0.10063123337933143,0.05077626819975781,DoS_Hulk_attempted,248561,579,0.8198887043435688,0.002323994541221803,nll_mu,42,0.3229706390328152,0.7322970639032815,0.7322970639032815,
0.04730158066770989,0.8481511887795448,0.7782989683639305,bootstrap_subsampled_max1500_per_side,0.9389878816040258,0.9457079011669366,0.932267862041115,delong_analytic,0.010351583715868539,0.1003455892115014,0.05063545769448948,DoS_Hulk_attempted,248561,579,0.8134468801805064,0.002323994541221803,nll_mc,42,0.29533678756476683,0.7322970639032815,0.7322970639032815,0.7322970639032815
0.05617620017339874,0.8547523577654146,0.784029275926652,bootstrap_subsampled_max1500_per_side,0.9339423802856565,0.9416086063574064,0.9262761542139065,delong_analytic,0.010363653187748682,0.10034156605420802,0.0504021145714734,DoS_Hulk_attempted,248561,579,0.8218053999651007,0.002323994541221803,neg_elbo,42,0.4853195164075993,0.7322970639032815,0.7322970639032815,
0.008466549257474159,0.5683573239066679,0.5117097344870992,bootstrap_subsampled_max1500_per_side,0.8711569910393865,0.8730732807743145,0.8692407013044585,delong_analytic,0.009997545874051038,0.10059904812098439,0.05020095670680436,DoS_Hulk_attempted,248561,579,0.47761336615160355,0.002323994541221803,mse,42,0.0,0.010362694300518135,0.010362694300518135,
0.04729014181289264,0.8370637349331405,0.7651988989548986,bootstrap_subsampled_max1500_per_side,0.9264759597000265,0.9348232179736965,0.9181287014263565,delong_analytic,0.010078009019918652,0.10156058271410237,0.050647527166369624,DoS_Hulk_attempted,248561,579,0.8103875654654886,0.002323994541221803,latent_maha,42,0.27461139896373055,0.7322970639032815,0.7322970639032815,
0.0007987140951206445,0.12779207109594884,0.1021062657796897,bootstrap_subsampled_max1500_per_side,0.7944834215745833,0.8016742399689244,0.7872926031802422,delong_analytic,0.01035560687316192,0.10063123337933143,0.05077626819975781,DoS_GoldenEye_attempted,248561,80,0.48595436384460533,0.0003217490277146569,nll_mu,42,0.025,0.025,0.025,
0.0008261731827357916,0.13160022664714016,0.1053540919823471,bootstrap_subsampled_max1500_per_side,0.8116181742107571,0.8192309049815991,0.8040054434399151,delong_analytic,0.010351583715868539,0.1003455892115014,0.05063545769448948,DoS_GoldenEye_attempted,248561,80,0.48575400002413893,0.0003217490277146569,nll_mc,42,0.025,0.025,0.025,0.025
0.0007374310671279806,0.12322185640792634,0.09825115583004015,bootstrap_subsampled_max1500_per_side,0.7862533492784467,0.794692982571572,0.7778137159853215,delong_analytic,0.010363653187748682,0.10034156605420802,0.0504021145714734,DoS_GoldenEye_attempted,248561,80,0.4859707740914599,0.0003217490277146569,neg_elbo,42,0.025,0.025,0.025,
0.0011117032928512965,0.16497985448677646,0.13582027520093506,bootstrap_subsampled_max1500_per_side,0.8535775926231388,0.855145954381749,0.8520092308645286,delong_analytic,0.009997545874051038,0.10059904812098439,0.05020095670680436,DoS_GoldenEye_attempted,248561,80,0.47368421052631576,0.0003217490277146569,mse,42,0.0,0.0,0.0,
0.0007014032084537342,0.11711561906678712,0.0984037863374154,bootstrap_subsampled_max1500_per_side,0.7709683437868371,0.7785117270186573,0.7634249605550169,delong_analytic,0.010078009019918652,0.10156058271410237,0.050647527166369624,DoS_GoldenEye_attempted,248561,80,0.4841524128674122,0.0003217490277146569,latent_maha,42,0.0,0.025,0.025,
0.14016491335667786,0.9379064967711876,0.8977787739271607,bootstrap_subsampled_max1500_per_side,0.972778995853238,0.9748293846956987,0.9707286070107773,delong_analytic,0.01035560687316192,0.10063123337933143,0.05077626819975781,DoS_slowloris_attempted,248561,1706,0.8846776347115898,0.006816719743314141,nll_mu,42,0.0023446658851113715,0.9577960140679953,0.9577960140679953,
0.1319325910208212,0.942690462364952,0.902036755151776,bootstrap_subsampled_max1500_per_side,0.9725496039611978,0.9745739323263155,0.9705252755960802,delong_analytic,0.010351583715868539,0.1003455892115014,0.05063545769448948,DoS_slowloris_attempted,248561,1706,0.8827384292066829,0.006816719743314141,nll_mc,42,0.0029308323563892145,0.9577960140679953,0.9577960140679953,0.9577960140679953
