epoch,train_total,train_recon,train_kl,val_total,val_recon,val_kl,seconds
1,-127.53487186777656,-139.64686127414603,12.111989303371315,-161.73431356115128,-174.03909008074007,12.304776096313299,8.484418899999582
2,-165.9295595267971,-177.7314741201226,11.801914661157808,-168.2343209700374,-179.55356938976317,11.3192482971324,7.868049099997734
3,-169.37287347923922,-180.3707869773412,10.997913630241117,-170.7604836416352,-181.54721733316717,10.786733763049874,7.974756700001308
4,-172.04381439911236,-182.7579299328534,10.714115688049159,-172.93006420497693,-183.69073216512268,10.760667755352864,7.731837700004689
5,-174.28052507636698,-184.99975614020192,10.71923103945924,-174.39652873107693,-185.05330280835582,10.656773791514219,8.274468400006299
6,-175.38337913853917,-185.95585583693855,10.57247664155128,-173.04993954042473,-183.4685816975702,10.418642164205178,7.891440799998236
7,-176.16153292251488,-186.5072002447393,10.34566725026155,-175.6224777472146,-185.81055558139886,10.188078006256958,7.626859000010882
8,-176.80199214786114,-186.9430456589126,10.141053440811834,-175.37871497835343,-185.38550839161695,10.006793063593172,7.798413299999083
9,-177.40333325747937,-187.34443689923603,9.941103404981586,-174.06145258800063,-183.83599256522257,9.774540005276585,7.846561099999235
10,-177.94344362933887,-187.69675904932555,9.753315524744282,-177.97648979901578,-187.5897668068072,9.613276852969,8.077547499997308
11,-178.4725749087998,-188.04075593570857,9.56818109658603,-178.32451957749294,-187.8123293166687,9.487809481465781,9.415796000001137
12,-178.9303090317575,-188.3270451655955,9.396736150034767,-177.26790239121087,-186.57743943395207,9.309537006337658,12.886987300007604
13,-179.37186029668732,-188.58880128304588,9.216941098772196,-177.7838457395457,-186.9644840718083,9.1806381656535,14.978716099998564
14,-179.80656870715586,-188.8490698083447,9.042501049832808,-177.80598621890212,-186.7960008948418,8.990013983658667,8.946283699988271
15,-180.1540452854895,-189.05936139368558,8.905316083942067,-179.7449840122072,-188.5891512376916,8.844167177048687,7.982199200007017
16,-180.46640517390196,-189.25206504376385,8.785659832617597,-179.83287507625957,-188.55273033905766,8.719854926203546,7.962570200004848
17,-180.7319088238892,-189.42517741033873,8.693268596312265,-180.19667133862924,-188.8516992535206,8.655027681245734,8.966860200001975
18,-180.95188445756045,-189.54996327599426,8.598078855878722,-180.02480671480225,-188.59540996962818,8.570603096381545,8.964709200008656
19,-181.16665626808995,-189.68254797658116,8.515891649518604,-180.95830909770748,-189.45768218493208,8.499372817727965,8.729957899995497
