epoch,train_total,train_recon,train_kl,val_total,val_recon,val_kl,seconds
1,-127.4607230990357,-139.87099631005236,12.410273013136816,-159.47084526894443,-172.16696847670707,12.696123884328124,7.564685499994084
2,-164.80375354531654,-177.0281974130193,12.224443815583784,-168.67703727179492,-180.61233020557788,11.935292378214728,8.40279899998859
3,-170.0253435777292,-181.69608481881983,11.670741282264908,-171.14639334186006,-182.60062581072447,11.454232503671834,8.911193499996443
4,-172.05924308562248,-183.20531283000872,11.146069857842393,-172.83129241029894,-183.59605497489758,10.764762902236805,8.510443499995745
5,-173.4909174193774,-183.8823148608518,10.3913974292471,-174.31679376136233,-184.28801291238315,9.97121941137053,8.607192199997371
6,-174.98492427815233,-184.69320715475743,9.70828290823563,-175.43876785754696,-184.98821482638434,9.549446617877864,8.457913100006408
7,-176.19400674956972,-185.57588965214987,9.38188287860567,-176.29750728355484,-185.56584255487388,9.268335166282887,7.665300499997102
8,-177.08827273030994,-186.29099698013385,9.20272417280963,-177.04953733897878,-186.14467632292474,9.09513953030589,8.282009699993068
9,-177.7900743016222,-186.83903677391748,9.048962673911069,-177.64932249110345,-186.63000183007247,8.980679208763474,8.484725100002834
10,-178.3730796168305,-187.27067875327464,8.897599140413584,-178.22411133146454,-187.03405036742103,8.809939366227988,7.7192747000081
11,-178.87609999401013,-187.60525928000288,8.729159264905764,-178.64859871865855,-187.34654741781412,8.697948401604275,7.990321300007054
12,-179.34846958970377,-187.91555360951273,8.5670840673567,-179.19798057416185,-187.70671093526053,8.508729999089187,8.546003099996597
13,-179.76965056555665,-188.18723523519733,8.4175845246724,-179.38812917973937,-187.68250609644363,8.294376733888566,8.203123000013875
14,-180.1581606536242,-188.44525606162847,8.287095312908807,-179.89851630548208,-188.184883623028,8.286366846878352,7.5922608999972
15,-180.50590082451728,-188.70573532767017,8.199834608249217,-180.23789697603507,-188.41973836289213,8.18184143848499,7.716105800005607
16,-180.8249883440041,-188.97962008766788,8.1546317297724,-180.40176598653557,-188.5343356090456,8.132570153584156,7.692430299997795
17,-181.12994903177284,-189.24110012867865,8.111151019391642,-180.79700211990598,-188.87128762747645,8.07428572814028,8.323109300006763
18,-181.38947645681858,-189.47496116615636,8.085484750630453,-181.06421171691127,-189.13107114263312,8.066859081822036,10.563813000000664
19,-181.61313333366553,-189.70355002068376,8.090416799392424,-181.21855454900697,-189.30666826958438,8.088113823894677,8.633052199991653
20,-181.82804466213645,-189.91973278308208,8.091688256432656,-181.47798080714446,-189.5624728877789,8.08449169456057,8.054075000007288
21,-182.0630724590284,-190.1492311461961,8.086158710481143,-181.6666511056812,-189.73063120134475,8.06397990394644,7.694243299993104
22,-182.28108503404573,-190.3641487895632,8.083063611571951,-181.96613052019475,-190.02225394542094,8.056123412027596,7.504809399993974
23,-182.48409973452246,-190.53974654603027,8.055646641844817,-182.0806576427095,-190.11383755883105,8.03318009632824,8.232047199999215
24,-182.63943949937448,-190.6920084411646,8.052568993086973,-182.27395626936152,-190.25258569732753,7.97862960709841,8.604503599999589
25,-182.77033476333975,-190.79809211956928,8.02775752605367,-182.26549797340493,-190.30789795314763,8.042399765495936,8.68567730000359
26,-182.87413446332158,-190.90414981993123,8.03001546639893,-182.52827729617127,-190.5553589819941,8.027081479403149,8.945066300002509
27,-182.96633332888234,-190.99018056504642,8.023847227082383,-182.59583030187474,-190.66860023402768,8.072769899555523,8.994054100010544
28,-183.04803205391576,-191.06756120747463,8.019529004903978,-182.7383946502558,-190.75521332563062,8.016818842076011,7.478679799998645
29,-183.11232082781305,-191.13669226965752,8.024371474839793,-182.82294071272403,-190.82124042885457,7.998299410199674,7.492910699991626
30,-183.17258380021062,-191.19656760323926,8.023983780777437,-182.75775410996243,-190.7696375213024,8.011882808778614,7.215821300007519
31,-183.22990023454562,-191.2555262067677,8.025626062465086,-183.1006763233569,-191.15007192797702,8.04939504908257,7.403469400000176
32,-183.27734355452088,-191.3136552671367,8.036311617720969,-183.12799888686962,-191.14895082295115,8.02095206426124,7.095986699991045
33,-183.31536736402327,-191.35000973458617,8.034642382951366,-183.0021758100094,-191.11702278856683,8.114846918703392,7.371526500006439
34,-183.35500355228115,-191.39464313293038,8.039639565353589,-183.2734923854763,-191.3160871846445,8.04259482667037,7.01811550000275
35,-183.42183833022327,-191.45460241455658,8.032764162830789,-183.08528534416834,-191.10963668995132,8.024351267604379,7.359214500000235
36,-183.47896858483188,-191.51550216497742,8.036533306086715,-183.30272552814367,-191.2998251058912,7.997099954367528,7.22355460000108
37,-183.61767730898634,-191.66867616480832,8.050998744269965,-183.57237201711547,-191.63500034711657,8.062627949022502,8.5816732999956
38,-183.8309610277481,-191.89129945945044,8.060338463413435,-183.65449886954326,-191.6716743383294,8.017175825546898,7.81367930000124
39,-183.95392399795642,-192.02588710790107,8.07196323721328,-183.7574999241726,-191.85050138701263,8.09300136621412,7.392446400001063
40,-184.0159239621238,-192.10315400127058,8.087230175074493,-183.8449798672384,-191.91819923187245,8.07321916843558,7.558544500003336
41,-184.04984404625898,-192.14099150465606,8.091147508690836,-183.8455604103857,-191.91128782549202,8.065727606577854,8.069949400000041
42,-184.0994671175622,-192.1894210188581,8.089953983460282,-183.72180716788074,-191.8064956561906,8.084688580515763,7.918963000003714
43,-184.13434083989094,-192.2238490748043,8.089508145832903,-183.87976644102844,-191.9919428024562,8.112176558915388,7.769497899993439
44,-184.16136157089207,-192.2453787277129,8.08401693075043,-183.94392827392815,-192.0138461768301,8.069918345269338,8.967039700000896
45,-184.1849486120447,-192.27825793403656,8.09330921659294,-183.78081507098074,-191.8651590888125,8.084343992416828,8.43947240000125
46,-184.22855478491226,-192.31095048653776,8.082395857637158,-183.91645958946185,-191.96200963055009,8.045549634172865,8.72833269998955
