epoch,train_total,train_recon,train_kl,val_total,val_recon,val_kl,seconds
1,-187.57547538013372,-201.80743382098902,14.231958527041725,-236.04157086615783,-250.72708942669934,14.685518071027596,7.9405035999952815
2,-242.22625114081714,-255.8648755555408,13.638624232672212,-247.23934766304697,-261.10323379266134,13.863885989770806,8.084283499978483
3,-251.02322210222377,-265.09741262924945,14.074190488860554,-253.01851495080413,-267.1076438862064,14.089128896911543,8.37549870001385
4,-254.5493628431419,-268.33614698878205,13.786784220049807,-255.73455364226066,-269.2385140558052,13.503960056507514,8.074692499998491
5,-257.037981356017,-270.39211839527655,13.354136974515319,-257.9729967031979,-271.16168736021046,13.188689243904754,8.047346699982882
6,-258.93845340840693,-271.92860884636303,12.990155453672688,-259.5122220651107,-272.3529841241017,12.840762285822489,7.956695799948648
7,-260.3232344684166,-272.9037753539871,12.580540792839614,-261.0017694301992,-273.31395925098883,12.312189798014394,7.901706699980423
8,-261.5570610931515,-273.72296502733263,12.165903984494616,-262.0713209532218,-274.05467015792215,11.983349331775047,7.933911099971738
9,-262.4034406742777,-274.25008550693116,11.84664477885392,-262.71519046386874,-274.4144333509452,11.699242323711827,7.903735900006723
10,-263.04220724609496,-274.68930039945843,11.647093401925131,-263.1044301033327,-274.64761620292256,11.543186450549403,8.460554499994032
11,-263.5217388870153,-275.02430513554003,11.502566327380677,-263.6624915352273,-275.0307316372776,11.368239854530847,8.389238899981137
12,-264.0069806817057,-275.33849451643823,11.331513583806267,-264.14205706510126,-275.3783284158157,11.23627109030339,8.650451299967244
13,-264.4119611466882,-275.65398618602376,11.24202519288396,-264.62834289570424,-275.8151955949865,11.18685209705855,8.325212099996861
14,-264.79426617649295,-275.9650147734389,11.170748439428076,-264.9624438130821,-276.0134822731276,11.05103790447725,8.322991999972146
15,-265.1661257939759,-276.27867026010153,11.112544676561711,-265.12063373900855,-276.2093970862009,11.088762380626372,8.881628799950704
16,-265.4764102498173,-276.53232988702337,11.055919587895595,-265.15609245779126,-276.2232524850954,11.067159660567722,9.101305500022136
17,-265.7594415264197,-276.7652034149603,11.005761780093081,-265.86258245541194,-276.86800562647096,11.005422837840886,8.491779000032693
18,-265.9934726054682,-276.93526868701764,10.941796460605987,-265.8750167566747,-276.79671111068507,10.921694263584714,8.60441929998342
19,-266.22458906211557,-277.10553981420816,10.880950689190003,-265.7635089345097,-276.6002976008999,10.836788066315199,8.798806299979333
20,-266.45766643588144,-277.25840351181154,10.800736652134418,-266.4810621739815,-277.16404800046706,10.682985774673448,9.328696699987631
21,-266.6751216188636,-277.41154266826675,10.73642105084688,-266.6113694764657,-277.3092677081709,10.697897556490325,8.91620919998968
22,-266.87341603817197,-277.5364996512859,10.66308392112835,-266.75983059689435,-277.3343388916251,10.574508006142235,8.470374799973797
23,-267.11135459997536,-277.69728005477873,10.585925235389233,-267.06670305137277,-277.6363860799141,10.56968370301953,8.436456499970518
24,-267.33180133099347,-277.8294709875035,10.497669481394418,-267.26883168928026,-277.6958832071953,10.427052198348031,8.89696990000084
25,-267.5476570204245,-277.94739331406095,10.399736952967405,-267.3969855508353,-277.7678101843179,10.370823896142268,9.207196499977726
26,-267.7332772592879,-278.0514003861781,10.318123212402451,-267.6580236851766,-277.96316370968657,10.305140566142917,8.478288099984638
27,-267.92460392092755,-278.1556859442056,10.231082165839,-267.7611419235735,-277.9527356656372,10.19159307918788,8.655145899974741
28,-268.11128044619744,-278.24190606585415,10.13062536047256,-268.1129907426935,-278.174763986264,10.061774205839209,8.557179700001143
29,-268.30043034747115,-278.3236603392635,10.023229663249955,-268.23271575132134,-278.15774510202203,9.925029247444774,8.81564410001738
30,-268.6082347742838,-278.4466163640963,9.838381596024828,-268.8188204075003,-278.57546516568243,9.756644950144768,9.251239199948031
31,-269.5512712041092,-279.3981182950801,9.846847101797255,-269.70305213694945,-279.5718477257126,9.868795770535256,8.450930199993309
32,-270.041382967138,-279.90216330409953,9.860780293264844,-269.9741904404526,-279.8028526951962,9.828662923389897,8.699334000004455
33,-270.2384063486339,-280.0078327121719,9.769426225104347,-270.15852664275917,-279.85272600059153,9.69420004667559,8.488874000031501
34,-270.35792592075904,-280.0674431295139,9.709517376171636,-270.39836565060057,-280.0494838845972,9.651118650150943,8.868231599975843
35,-270.4969187557288,-280.1449716064016,9.648053295236513,-270.2252210623818,-279.8105277315305,9.58530650100487,9.282430900027975
36,-270.5276626750927,-280.14695247343946,9.619289785238056,-270.52207082521886,-280.0947896190652,9.572720298361924,8.104628300003242
37,-270.6496088673542,-280.2362562496193,9.586647126165786,-270.54803470136426,-280.19812924986985,9.650094591170827,8.150560399983078
38,-270.70750783723173,-280.2852676868802,9.577759773719466,-270.5929469486429,-280.17389308707214,9.580945993613152,8.01888330001384
39,-270.7534608357671,-280.3164743903879,9.563013617441145,-270.5991749547707,-280.1419295179295,9.542753691990965,8.059523899981286
40,-270.83362910836706,-280.38302901476965,9.549399956397066,-270.75135907829093,-280.2887053726339,9.537345614094116,7.865479099971708
41,-270.8931775305741,-280.4285969763872,9.535419395098387,-270.70351255261556,-280.22849721819557,9.524984091656515,9.573332800006028
42,-270.94133760299763,-280.46824028413647,9.526902783449666,-270.85470872774056,-280.3493742943731,9.494664937766142,8.481878799968399
43,-270.9893562772495,-280.51373709861855,9.524381017371033,-270.8161076924177,-280.32225822298943,9.506150555495553,9.090132200042717
44,-271.01962623232725,-280.5444729872901,9.524846990136272,-270.8560745342391,-280.3573736990691,9.501298171559982,9.110834199993405
45,-271.09571219533603,-280.6071747436235,9.511462553697333,-270.99308580116787,-280.47034601727825,9.47726165303702,10.789360299997497
46,-271.1437468365744,-280.65085556904324,9.5071087222838,-271.0520632240141,-280.5553840551263,9.503321552921193,8.969317500013858
47,-271.21561371238886,-280.719412472345,9.503798921279085,-271.01963562659984,-280.6027343416045,9.583099461983053,8.807627899979707
48,-271.25187365061214,-280.7585215477298,9.50664795949732,-271.126892510234,-280.6053941759221,9.478501167272809,8.9836370999692
49,-271.2874713228617,-280.78598290511997,9.49851136637296,-271.18051352744936,-280.6904599045188,9.509946979968387,8.87315060000401
50,-271.35099556363804,-280.8487396711173,9.497744388556184,-271.1487161303012,-280.68378076274024,9.535064603647774,8.493019599991385
51,-271.4040658271082,-280.89156400577957,9.48749815141152,-271.25824368676075,-280.7638876392867,9.505643797212374,9.258328000025358
52,-271.4581195565692,-280.9354800295626,9.477360450982255,-271.24717697767267,-280.65322226729086,9.40604456013562,8.902309100027196
53,-271.51402876187325,-280.9716235382166,9.457594621354431,-271.35731069554384,-280.81774586658213,9.460435152191957,9.328415199997835
54,-271.560535360833,-280.9935809856128,9.433045720638223,-271.2408965563521,-280.69772880070457,9.456831458330845,8.622709300019778
55,-271.6011742298629,-281.0255804421112,9.424406330397375,-271.4075770991693,-280.8710692927198,9.46349262492926,8.388885600026697
56,-271.66088949167704,-281.0490323902013,9.38814302236278,-271.48148546369276,-280.8142561505836,9.33277030443892,7.839279400010128
57,-271.7162616488755,-281.0789123389297,9.36265064006295,-271.60882937084796,-280.9561615157212,9.347331584332494,8.270646899996791
58,-271.78252791309967,-281.1075140843127,9.324986500597273,-271.5408021021396,-280.83294289560996,9.292140611391341,8.643890200008173
59,-271.8232370534766,-281.12102061176637,9.297783208377547,-271.55574596001094,-280.87110964428547,9.31536329193901,9.501136299979407
60,-271.89046185497443,-281.17716837641154,9.286706878041786,-271.6765383747102,-280.9601963010063,9.283657596515695,8.505616999987978
